backend,idx,n_true,status,abs_dn,est_n
NN-UKF,88,1.017123787391586,ok,0.3842638959187177,0.6328598914728683
MLP,90,1.0295391448150282,ok,0.03828197897607444,1.0678211237911026
Fused-UKF,89,1.018460074811864,ok,0.024962131507838325,1.0434222063197023
NN-UKF,89,1.018460074811864,ok,0.44585119981186394,0.572608875
Fused-UKF,90,1.0295391448150282,ok,0.003576731559667534,1.0259624132553606
NN-UKF,90,1.0295391448150282,ok,0.44879614481502816,0.580743
Bekker-UKF,90,1.0295391448150282,ok,0.4161918297967132,0.613347315018315
MLP,91,1.0317984072087147,ok,0.08227414006401257,1.1140725472727273
Bekker-UKF,91,1.0317984072087147,ok,0.37872094029695,0.6530774669117647
NN-UKF,91,1.0317984072087147,ok,0.44272306747742873,0.589075339731286
Fused-UKF,91,1.0317984072087147,ok,0.03457089542286429,1.066369302631579
MLP,92,1.036213189252493,ok,2.2021902885693834e-05,1.0362352111553788
Bekker-UKF,92,1.036213189252493,ok,0.39384898034838345,0.6423642089041096
NN-UKF,92,1.036213189252493,ok,0.4251833028056067,0.6110298864468864
Bekker-UKF,93,1.044084092968883,ok,0.3709442757645819,0.6731398172043012
Fused-UKF,92,1.036213189252493,ok,0.028272623463019286,1.0079405657894738
Fused-UKF,93,1.044084092968883,ok,0.006288754650164652,1.0503728476190477
MLP,93,1.044084092968883,ok,0.037313538047159645,1.0813976310160427
NN-UKF,93,1.044084092968883,ok,0.44174632609771736,0.6023377668711657
MLP,94,1.050035234680752,ok,0.028817368402099586,1.0788526030828516
Bekker-UKF,94,1.050035234680752,ok,0.4229279210919018,0.6271073135888502
Fused-UKF,94,1.050035234680752,ok,0.0110341581989164,1.0390010764818356
Bekker-UKF,95,1.053895356306465,ok,0.38838387671462826,0.6655114795918368
NN-UKF,94,1.050035234680752,ok,0.45920680832416294,0.590828426356589
MLP,95,1.053895356306465,ok,0.00766598755318415,1.0615613438596492
Fused-UKF,96,1.0626934925656797,ok,0.005488061045979764,1.0572054315197
MLP,96,1.0626934925656797,ok,0.040748278652032566,1.1034417712177123
NN-UKF,95,1.053895356306465,ok,0.4290123937396201,0.624882962566845
Fused-UKF,95,1.053895356306465,ok,0.013673635551748164,1.0402217207547169
Bekker-UKF,96,1.0626934925656797,ok,0.4569227096199433,0.6057707829457364
NN-UKF,96,1.0626934925656797,ok,0.3915752591026447,0.671118233463035
MLP,97,1.0637878864090182,ok,0.040804151772799946,1.1045920381818182
Bekker-UKF,97,1.0637878864090182,ok,0.40973608640901826,0.6540518
Fused-UKF,97,1.0637878864090182,ok,0.008062229773554419,1.0718501161825726
Bekker-UKF,98,1.069872976854111,ok,0.44672533136916126,0.6231476454849498
MLP,98,1.069872976854111,ok,0.07619614505065075,1.1460691219047618
NN-UKF,97,1.0637878864090182,ok,0.427767849631435,0.6360200367775832
NN-UKF,98,1.069872976854111,ok,0.4806011709391388,0.5892718059149723
Fused-UKF,98,1.069872976854111,ok,0.028660533542864464,1.0985335103969756
MLP,99,1.0744409609552412,ok,0.061758814306082765,1.136199775261324
NN-UKF,99,1.0744409609552412,ok,0.36863284273818697,0.7058081182170542
Fused-UKF,99,1.0744409609552412,ok,0.013578252552383763,1.088019213507625
Bekker-UKF,99,1.0744409609552412,ok,0.41536256095524127,0.6590784
